age_months,sex,height,weight,headcir
12.15665843251736,26,12.007874015748031,10.149118330781878,6.889763779527559
5.745699528408295,23,11.220472440944881,8.58989624085729,6.889763779527559
3.9046036379968427,19,10.62992125984252,7.6260134943584506,6.692913385826771
2.0655737704919375,15,9.448818897637794,5.98174292680161,6.397637795275591
0.09836065573654196,3,8.661417322834646,3.841356239723309,5.708661417322834
0,1,8.562992125984252,4.139025911436185,5.511811023622047
